Statistical profiling result from clg_on-v8.log, (42222 ticks, 50 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  RegExp: ^[!#$%&'*+\-.^_`|~0-9A-Za-z]+$
      2    0.0%    0.0%  LazyCompile: *urlencodedParser /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/body-parser/lib/types/urlencoded.js:79:36
      2    0.0%    0.0%  LazyCompile: *processPromiseRejections node:internal/process/promises:211:34
      2    0.0%    0.0%  LazyCompile: *parserOnMessageComplete node:_http_common:146:33
      2    0.0%    0.0%  LazyCompile: *parse /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/vary/index.js:96:16
      2    0.0%    0.0%  LazyCompile: *get node:internal/streams/readable:1281:8
      2    0.0%    0.0%  LazyCompile: *emitCloseNT node:internal/streams/destroy:126:21
      2    0.0%    0.0%  LazyCompile: *doWrite node:internal/streams/writable:400:17
      2    0.0%    0.0%  LazyCompile: *compressible /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compressible/index.js:41:23
      2    0.0%    0.0%  LazyCompile: *clearIncoming node:_http_server:777:23
      2    0.0%    0.0%  LazyCompile: *_write node:internal/streams/writable:285:16
      2    0.0%    0.0%  LazyCompile: *Long.isLong /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/bson/lib/long.js:236:28
      2    0.0%    0.0%  LazyCompile: *Hash node:internal/crypto/hash:62:14
      2    0.0%    0.0%  LazyCompile: *ContentType /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/content-type/index.js:219:22
      2    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/request.js:467:36
      2    0.0%    0.0%  Function: ^updateRsFromPrimary /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology_description.js:257:29
      2    0.0%    0.0%  Function: ^updateOutgoingData node:_http_server:582:28
      2    0.0%    0.0%  Function: ^toString node:buffer:790:46
      2    0.0%    0.0%  Function: ^setHeader node:_http_outgoing:601:57
      2    0.0%    0.0%  Function: ^restore /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:631:17
      2    0.0%    0.0%  Function: ^render /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/view.js:133:40
      2    0.0%    0.0%  Function: ^removeListener node:events:675:28
      2    0.0%    0.0%  Function: ^process.cwd /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/graceful-fs/polyfills.js:8:23
      2    0.0%    0.0%  Function: ^onStreamRead node:internal/stream_base_commons:167:22
      2    0.0%    0.0%  Function: ^onParserExecute node:_http_server:662:25
      2    0.0%    0.0%  Function: ^nextTick node:internal/process/task_queues:104:18
      2    0.0%    0.0%  Function: ^lookupProperty /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/runtime.js:118:44
      2    0.0%    0.0%  Function: ^hasObserver node:internal/perf/observe:460:21
      2    0.0%    0.0%  Function: ^get node:internal/streams/writable:791:8
      2    0.0%    0.0%  Function: ^fromStringFast node:buffer:418:24
      2    0.0%    0.0%  Function: ^fresh /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/fresh/index.js:33:16
      2    0.0%    0.0%  Function: ^formatWithOptions node:internal/util/inspect:2101:27
      2    0.0%    0.0%  Function: ^entitytag /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/etag/index.js:39:20
      2    0.0%    0.0%  Function: ^emitBeforeScript node:internal/async_hooks:509:26
      2    0.0%    0.0%  Function: ^destroyHooksExist node:internal/async_hooks:486:27
      2    0.0%    0.0%  Function: ^deserializeObject /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/bson/lib/parser/deserializer.js:65:27
      2    0.0%    0.0%  Function: ^configure /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:213:20
      2    0.0%    0.0%  Function: ^afterWrite node:internal/streams/writable:489:20
      2    0.0%    0.0%  Function: ^_writeRaw node:_http_outgoing:354:19
      2    0.0%    0.0%  Function: ^_transform /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/logger.js:275:13
      2    0.0%    0.0%  Function: ^Socket._writeGeneric node:net:848:42
      2    0.0%    0.0%  Function: ^Readable.push /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:222:36
      2    0.0%    0.0%  Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      2    0.0%    0.0%  Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2    0.0%    0.0%  Function: ^DerivedLogger.<computed> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/create-logger.js:71:47
      2    0.0%    0.0%  Function: ^Cookie /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/session/cookie.js:25:46
      2    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:163:3
      2    0.0%    0.0%  Function: ^<anonymous> node:internal/util/inspect:1606:14
      2    0.0%    0.0%  Function: ^<anonymous> node:internal/console/constructor:355:10
      2    0.0%    0.0%  Function: ^<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/server.js:38:9
      2    0.0%    0.0%  Function: ^<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/logform/json.js:26:25
      1    0.0%    0.0%  RegExp: ^\s*([^;\s]*)(?:;|\s|$)
      1    0.0%    0.0%  RegExp: ^\/login\/?$
      1    0.0%    0.0%  RegExp: ^\/info\/?(?=\/|$)
      1    0.0%    0.0%  RegExp: ^\/home\/?$
      1    0.0%    0.0%  RegExp: ^\/api\/?(?=\/|$)
      1    0.0%    0.0%  RegExp: ^\$ref$|^\$id$|^\$db$
      1    0.0%    0.0%  LazyCompile: *wrapProgram /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/runtime.js:259:21
      1    0.0%    0.0%  LazyCompile: *update node:internal/crypto/hash:99:40
      1    0.0%    0.0%  LazyCompile: *stylizeWithColor node:internal/util/inspect:545:26
      1    0.0%    0.0%  LazyCompile: *set maxAge /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/session/cookie.js:83:13
      1    0.0%    0.0%  LazyCompile: *replacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/logform/json.js:11:18
      1    0.0%    0.0%  LazyCompile: *removeAllListeners node:events:735:32
      1    0.0%    0.0%  LazyCompile: *readPackage node:internal/modules/cjs/loader:301:21
      1    0.0%    0.0%  LazyCompile: *pushAsyncContext node:internal/async_hooks:539:26
      1    0.0%    0.0%  LazyCompile: *onParserExecute node:_http_server:662:25
      1    0.0%    0.0%  LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
      1    0.0%    0.0%  LazyCompile: *hasbody /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/type-is/index.js:92:18
      1    0.0%    0.0%  LazyCompile: *getPriority /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:149:53
      1    0.0%    0.0%  LazyCompile: *getPathFromURLPosix node:internal/url:1412:29
      1    0.0%    0.0%  LazyCompile: *get node:internal/streams/writable:847:8
      1    0.0%    0.0%  LazyCompile: *formatWithOptions node:internal/util/inspect:2101:27
      1    0.0%    0.0%  LazyCompile: *fn /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/runtime.js:148:20
      1    0.0%    0.0%  LazyCompile: *dirname node:path:1275:10
      1    0.0%    0.0%  LazyCompile: *cpus node:os:133:14
      1    0.0%    0.0%  LazyCompile: *configure /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:213:20
      1    0.0%    0.0%  LazyCompile: *attempt /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:180:22
      1    0.0%    0.0%  LazyCompile: *assertSize node:internal/crypto/random:77:20
      1    0.0%    0.0%  LazyCompile: *afterWrite node:internal/streams/writable:489:20
      1    0.0%    0.0%  LazyCompile: *_unrefTimer node:net:441:52
      1    0.0%    0.0%  LazyCompile: *Socket._writev node:net:880:36
      1    0.0%    0.0%  LazyCompile: *ServerResponse node:_http_server:183:24
      1    0.0%    0.0%  LazyCompile: *Readable.push /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:222:36
      1    0.0%    0.0%  LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      1    0.0%    0.0%  LazyCompile: *Long.add /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/bson/lib/long.js:252:35
      1    0.0%    0.0%  LazyCompile: *Long /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/bson/lib/long.js:59:18
      1    0.0%    0.0%  LazyCompile: *EventEmitter.init node:events:337:29
      1    0.0%    0.0%  LazyCompile: *<anonymous> node:internal/validators:163:3
      1    0.0%    0.0%  LazyCompile: *<anonymous> node:buffer:354:36
      1    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:598:43
      1    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:220:28
      1    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:58:51
      1    0.0%    0.0%  Function: ^writevGeneric node:internal/stream_base_commons:122:23
      1    0.0%    0.0%  Function: ^writeOrBuffer node:internal/streams/writable:367:23
      1    0.0%    0.0%  Function: ^writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
      1    0.0%    0.0%  Function: ^writeGeneric node:internal/stream_base_commons:147:22
      1    0.0%    0.0%  Function: ^write node:buffer:598:12
      1    0.0%    0.0%  Function: ^wrapProgram /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/runtime.js:259:21
      1    0.0%    0.0%  Function: ^value node:internal/console/constructor:336:20
      1    0.0%    0.0%  Function: ^value node:internal/console/constructor:271:20
      1    0.0%    0.0%  Function: ^urlencodedParser /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/body-parser/lib/types/urlencoded.js:79:36
      1    0.0%    0.0%  Function: ^updateServers /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:489:23
      1    0.0%    0.0%  Function: ^updateServers /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/sdam/topology.js:488:23
      1    0.0%    0.0%  Function: ^updateRsFromPrimary /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/sdam/topology_description.js:257:29
      1    0.0%    0.0%  Function: ^update node:internal/crypto/hash:99:40
      1    0.0%    0.0%  Function: ^unrefActive node:internal/timers:317:21
      1    0.0%    0.0%  Function: ^tryRender /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/application.js:655:19
      1    0.0%    0.0%  Function: ^toString /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/uid-safe/index.js:102:19
      1    0.0%    0.0%  Function: ^strEscape node:internal/util/inspect:480:19
      1    0.0%    0.0%  Function: ^store.generate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:158:28
      1    0.0%    0.0%  Function: ^socketOnDrain node:_http_server:587:23
      1    0.0%    0.0%  Function: ^socketListenerWrap node:_http_server:1030:37
      1    0.0%    0.0%  Function: ^setWriteHeadHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:105:30
      1    0.0%    0.0%  Function: ^setStreamTimeout node:internal/stream_base_commons:237:26
      1    0.0%    0.0%  Function: ^setRequestTimeout node:_http_server:790:27
      1    0.0%    0.0%  Function: ^setImmediate node:timers:279:22
      1    0.0%    0.0%  Function: ^setHasTickScheduled node:internal/process/task_queues:52:29
      1    0.0%    0.0%  Function: ^setCharset /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/utils.js:248:41
      1    0.0%    0.0%  Function: ^set maxAge /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/session/cookie.js:83:13
      1    0.0%    0.0%  Function: ^session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
      1    0.0%    0.0%  Function: ^serializeInto /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/bson/lib/parser/serializer.js:553:23
      1    0.0%    0.0%  Function: ^router /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:46:18
      1    0.0%    0.0%  Function: ^ret._setup /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      1    0.0%    0.0%  Function: ^ret /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15
      1    0.0%    0.0%  Function: ^resolvePackageTarget node:internal/modules/esm/resolve:567:30
      1    0.0%    0.0%  Function: ^replacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/logform/json.js:11:18
      1    0.0%    0.0%  Function: ^render /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/application.js:548:29
      1    0.0%    0.0%  Function: ^readableAddChunk /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:249:26
      1    0.0%    0.0%  Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
      1    0.0%    0.0%  Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
      1    0.0%    0.0%  Function: ^processPromiseRejections node:internal/process/promises:211:34
      1    0.0%    0.0%  Function: ^processIncomingData /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1    0.0%    0.0%  Function: ^pathToFileURL node:internal/url:1472:23
      1    0.0%    0.0%  Function: ^parseurl /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/parseurl/index.js:35:19
      1    0.0%    0.0%  Function: ^parserOnMessageComplete node:_http_common:146:33
      1    0.0%    0.0%  Function: ^parserOnHeadersComplete node:_http_common:77:33
      1    0.0%    0.0%  Function: ^parseExtendedQueryString /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/utils.js:289:34
      1    0.0%    0.0%  Function: ^onwrite node:internal/streams/writable:427:17
      1    0.0%    0.0%  Function: ^ondata node:internal/streams/readable:752:18
      1    0.0%    0.0%  Function: ^ondata /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:679:18
      1    0.0%    0.0%  Function: ^once node:events:646:44
      1    0.0%    0.0%  Function: ^onResponseHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:140:47
      1    0.0%    0.0%  Function: ^onParseComplete node:internal/url:544:25
      1    0.0%    0.0%  Function: ^onMessage /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connection.js:157:14
      1    0.0%    0.0%  Function: ^onDestroy node:internal/streams/destroy:73:21
      1    0.0%    0.0%  Function: ^nextHookFactory node:internal/modules/esm/loader:116:25
      1    0.0%    0.0%  Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
      1    0.0%    0.0%  Function: ^newAsyncId node:internal/async_hooks:416:20
      1    0.0%    0.0%  Function: ^module.exports /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/qs/lib/parse.js:239:27
      1    0.0%    0.0%  Function: ^measureRoundTripTime /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/monitor.js:288:30
      1    0.0%    0.0%  Function: ^measureRoundTripTime /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/sdam/monitor.js:288:30
      1    0.0%    0.0%  Function: ^maybeReadMore_ /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:565:24
      1    0.0%    0.0%  Function: ^matchKnownFields node:_http_incoming:276:26
      1    0.0%    0.0%  Function: ^makeAbs /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/glob/common.js:201:18
      1    0.0%    0.0%  Function: ^log node:internal/console/constructor:375:6
      1    0.0%    0.0%  Function: ^log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
      1    0.0%    0.0%  Function: ^isstats /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/etag/index.js:104:18
      1    0.0%    0.0%  Function: ^isUint32 node:internal/validators:41:18
      1    0.0%    0.0%  Function: ^isInt32 node:internal/validators:37:17
      1    0.0%    0.0%  Function: ^isFull node:internal/fixed_queue:71:9
      1    0.0%    0.0%  Function: ^isEmpty node:internal/fixed_queue:95:10
