Statistical profiling result from clg_on-v8.log, (42222 ticks, 50 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      8   72.7%          Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      7   87.5%            Function: ^writeGeneric node:internal/stream_base_commons:147:22
      1   12.5%            Function: ^writevGeneric node:internal/stream_base_commons:122:23
      3   27.3%          LazyCompile: *writeOrBuffer node:internal/streams/writable:367:23
      2   66.7%            Function: ^_write node:internal/streams/writable:285:16
      1   33.3%            LazyCompile: *_write node:internal/streams/writable:285:16
      9    4.6%        Function: ^emitReadable node:internal/streams/readable:563:22
      9  100.0%          Function: ^onEofChunk node:internal/streams/readable:533:20
      9  100.0%            Function: ^readableAddChunk node:internal/streams/readable:236:26
      8    4.1%        Function: ^onDestroy node:internal/streams/destroy:73:21
      8  100.0%          Function: ^onError node:_http_incoming:429:17
      8  100.0%            Function: ^_destroy node:_http_incoming:221:55
      7    3.6%        Function: ^resume node:internal/streams/readable:977:16
      7  100.0%          Function: ^Readable.resume node:internal/streams/readable:963:37
      7  100.0%            Function: ^_dump node:_http_incoming:419:49
      6    3.1%        Function: ^maybeReadMore /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:558:23
      6  100.0%          Function: ^addChunk /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:295:18
      6  100.0%            Function: ^readableAddChunk /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:249:26
      5    2.6%        LazyCompile: *log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
      5  100.0%          LazyCompile: *writeOrBuffer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:363:23
      5  100.0%            LazyCompile: *Writable.write /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:288:37
      4    2.1%        LazyCompile: *WritableState.onwrite /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:159:27
      4  100.0%          Function: ^log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
      4  100.0%            LazyCompile: *writeOrBuffer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:363:23
      2    1.0%        Function: ^resOnFinish node:_http_server:816:21
      1   50.0%          LazyCompile: *emit node:events:460:44
      1  100.0%            Function: ^onFinish node:_http_outgoing:907:18
      1   50.0%          Function: ^emit node:events:460:44
      1  100.0%            Function: ^onFinish node:_http_outgoing:907:18
      2    1.0%        Function: ^endReadable node:internal/streams/readable:1341:21
      2  100.0%          Function: ^Readable.read node:internal/streams/readable:394:35
      2  100.0%            Function: ^resume_ node:internal/streams/readable:984:17
    184    1.6%      LazyCompile: *<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
    166   90.2%        LazyCompile: *compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
    151   91.0%          LazyCompile: *dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
    151  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     15    9.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     15  100.0%            Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     13    7.1%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     13  100.0%          Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     13  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
      5    2.7%        LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      5  100.0%          Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
      5  100.0%            Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
    171    1.5%      LazyCompile: *writeHead node:_http_server:292:19
    141   82.5%        LazyCompile: *writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
    141  100.0%          LazyCompile: *writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
    141  100.0%            LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     30   17.5%        Function: ^writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
     30  100.0%          Function: ^writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
     16   53.3%            LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     14   46.7%            Function: ^_implicitHeader node:_http_server:287:68
    169    1.5%      LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
    167    1.5%      Function: ^initialize /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/initialize.js:51:29
    117   70.1%        LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
    117  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     69   59.0%            Function: ^session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
     48   41.0%            LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
     26   15.6%        Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     26  100.0%          Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     19   73.1%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      7   26.9%            Function: ^<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:280:64
     24   14.4%        LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     24  100.0%          Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     20   83.3%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      4   16.7%            Function: ^<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:280:64
    162    1.4%      LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
    161   99.4%        /usr/lib64/libnode.so.93
    161  100.0%          /usr/lib64/libnode.so.93
    161  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
    155    1.4%      LazyCompile: *onwrite node:internal/streams/writable:427:17
     85   54.8%        LazyCompile: *writeOrBuffer node:internal/streams/writable:367:23
     63   74.1%          LazyCompile: *value node:internal/console/constructor:271:20
     58   92.1%            LazyCompile: *log node:internal/console/constructor:375:6
      5    7.9%            Function: ^log node:internal/console/constructor:375:6
     17   20.0%          LazyCompile: *log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
     17  100.0%            LazyCompile: *Writable.write /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:288:37
      5    5.9%          LazyCompile: *_write node:internal/streams/writable:285:16
      5  100.0%            Function: ^Writable.write node:internal/streams/writable:335:36
     40   25.8%        LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
     38   95.0%          LazyCompile: *Socket._writeGeneric node:net:848:42
     13   34.2%            Function: ^Socket._writev node:net:880:36
     11   28.9%            LazyCompile: *end node:_http_outgoing:912:45
      8   21.1%            LazyCompile: *doWrite node:internal/streams/writable:400:17
      6   15.8%            LazyCompile: *Socket._writev node:net:880:36
      2    5.0%          Function: ^Socket._writeGeneric node:net:848:42
      2  100.0%            Function: ^Socket._writev node:net:880:36
     17   11.0%        LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
     17  100.0%          LazyCompile: *Writable.write node:internal/streams/writable:335:36
     17  100.0%            LazyCompile: *log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
      8    5.2%        Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      4   50.0%          Function: ^writevGeneric node:internal/stream_base_commons:122:23
      4  100.0%            Function: ^Socket._writeGeneric node:net:848:42
      4   50.0%          Function: ^writeGeneric node:internal/stream_base_commons:147:22
      2   50.0%            LazyCompile: *Writable.write node:internal/streams/writable:335:36
      2   50.0%            Function: ^Socket._writeGeneric node:net:848:42
      2    1.3%        LazyCompile: *afterWriteDispatched node:internal/stream_base_commons:155:30
      2  100.0%          Function: ^writeGeneric node:internal/stream_base_commons:147:22
      1   50.0%            LazyCompile: *Writable.write node:internal/streams/writable:335:36
      1   50.0%            Function: ^Socket._writeGeneric node:net:848:42
      2    1.3%        Function: ^processIncomingData /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1   50.0%          LazyCompile: *Writable.write node:internal/streams/writable:335:36
      1  100.0%            Function: ^ondata node:internal/streams/readable:752:18
      1   50.0%          Function: ^_write /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:31:11
      1  100.0%            Function: ^writeOrBuffer node:internal/streams/writable:367:23
    142    1.2%      Function: ^store.generate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:158:28
    113   79.6%        LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
    113  100.0%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
    113  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     29   20.4%        Function: ^generate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:363:22
     29  100.0%          Function: ^session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
     12   41.4%            LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     11   37.9%            Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      6   20.7%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    141    1.2%      Function: ^parse /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/content-type/index.js:106:16
    120   85.1%        LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
    120  100.0%          LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
    120  100.0%            /usr/lib64/libnode.so.93
     21   14.9%        Function: ^setCharset /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/utils.js:248:41
     21  100.0%          Function: ^send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     16   76.2%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      5   23.8%            Function: ^done /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:1033:27
    131    1.2%      LazyCompile: *setWriteHeadHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:105:30
    103   78.6%        LazyCompile: *writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
     84   81.6%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     84  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
     19   18.4%          LazyCompile: *writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
     19  100.0%            LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     28   21.4%        Function: ^writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
     17   60.7%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     17  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      6   21.4%          Function: ^_implicitHeader node:_http_server:287:68
      6  100.0%            Function: ^end /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:92:28
      5   17.9%          Function: ^writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
      3   60.0%            LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
      2   40.0%            Function: ^_implicitHeader node:_http_server:287:68
    121    1.1%      Function: ^openSync node:fs:585:18
    121  100.0%        Function: ^readFileSync node:fs:459:22
    114   94.2%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
     94   82.5%            Function: ^Module.load node:internal/modules/cjs/loader:992:33
     20   17.5%            LazyCompile: *Module._load node:internal/modules/cjs/loader:771:24
      4    3.3%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1135:37
      4  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:992:33
      2    1.7%          LazyCompile: ~Module._extensions..json node:internal/modules/cjs/loader:1185:39
      1   50.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:771:24
      1   50.0%            Function: ^Module.load node:internal/modules/cjs/loader:992:33
   1679    8.2%    LazyCompile: *<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
   1472   87.7%      LazyCompile: *compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
   1342   91.2%        LazyCompile: *dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
   1342  100.0%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
   1342  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    130    8.8%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    130  100.0%          Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
    130  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    159    9.5%      LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    159  100.0%        Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
    159  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    159  100.0%            Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     48    2.9%      LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     48  100.0%        Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     48  100.0%          Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     48  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    206    1.0%    LazyCompile: *getTemplates /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:135:21
    206  100.0%      /usr/lib64/libnode.so.93
    206  100.0%        /usr/lib64/libnode.so.93
    202   98.1%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      4    1.9%          Function: ^processTicksAndRejections node:internal/process/task_queues:68:35

   5911   14.0%  /usr/lib64/libpthread-2.17.so
   5068   85.7%    LazyCompile: *handleWriteReq node:internal/stream_base_commons:45:24
   5068  100.0%      LazyCompile: *writeOrBuffer node:internal/streams/writable:367:23
   4965   98.0%        LazyCompile: *value node:internal/console/constructor:271:20
   4965  100.0%          LazyCompile: *log node:internal/console/constructor:375:6
   4965  100.0%            /usr/lib64/libnode.so.93
    102    2.0%        LazyCompile: *log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
    102  100.0%          LazyCompile: *Writable.write /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:288:37
    102  100.0%            LazyCompile: *ondata /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:679:18
    515    8.7%    LazyCompile: *<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
    449   87.2%      LazyCompile: *compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
    404   90.0%        LazyCompile: *dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
    404  100.0%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    404  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     45   10.0%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     45  100.0%          Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     45  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     48    9.3%      LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     48  100.0%        Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     48  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     48  100.0%            Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     18    3.5%      LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     18  100.0%        Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     18  100.0%          Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     18  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     86    1.5%    LazyCompile: *writeGeneric node:internal/stream_base_commons:147:22
     86  100.0%      LazyCompile: *Writable.write node:internal/streams/writable:335:36
     85   98.8%        LazyCompile: *log /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/winston/lib/winston/transports/console.js:44:6
     85  100.0%          LazyCompile: *writeOrBuffer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:363:23
     85  100.0%            LazyCompile: *Writable.write /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:288:37
      1    1.2%        Function: ^ondata node:internal/streams/readable:752:18
      1  100.0%          LazyCompile: *emit node:events:460:44
      1  100.0%            LazyCompile: *readableAddChunk node:internal/streams/readable:236:26

   4267   10.1%  /usr/lib64/libc-2.17.so
   3479   81.5%    LazyCompile: *<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
   3052   87.7%      LazyCompile: *compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
   2815   92.2%        LazyCompile: *dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
   2815  100.0%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
   2815  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    237    7.8%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    237  100.0%          Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
    237  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    313    9.0%      LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    313  100.0%        Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
